ID	TAGSEQ
effexorXR.Post154.Sentence8	O O O O O O O O O
effexorXR.Post154.Sentence9	B-SSI I-SSI I-SSI O O B-SSI I-SSI I-SSI I-SSI I-SSI I-SSI O
effexorXR.Post154.Sentence10	O O O O O O O O
effexorXR.Post154.Sentence11	O O O O O O O O
effexorXR.Post154.Sentence12	O O O O O O O O O B-AE O
effexorXR.Post155.Sentence1	O O O O O O O O O O O O O O
effexorXR.Post155.Sentence2	O O O O B-SSI O
effexorXR.Post155.Sentence3	O O O O O O
effexorXR.Post155.Sentence4	O O O O O O O O O O O O O O O B-SSI I-SSI O O
effexorXR.Post155.Sentence5	O O O O O O O O
effexorXR.Post155.Sentence6	O O O O O O O O O O O O O O O O
effexorXR.Post155.Sentence7	O O O O O O O
effexorXR.Post155.Sentence8	O O O O O O O
effexorXR.Post155.Sentence9	O O O O
effexorXR.Post155.Sentence10	O O O O O O O O O O O O O O O O O
effexorXR.Post156.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE O B-AE O B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O B-AE I-AE I-AE O B-AE O B-AE I-AE O O O O O O
effexorXR.Post156.Sentence2	O O O O O O O
effexorXR.Post156.Sentence3	O O O O O O O O O O O O O O O O
effexorXR.Post156.Sentence4	O O O O O O O O O O O O O B-AE I-AE O O O O O O
effexorXR.Post156.Sentence5	O O O O O O O O O O O O O O
effexorXR.Post156.Sentence6	O O O O O B-SSI I-SSI O O O
effexorXR.Post156.Sentence7	O O O O O
effexorXR.Post156.Sentence8	O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post157.Sentence1	B-AE I-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE I-AE O
effexorXR.Post157.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post157.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post157.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O O O O O O O O O O O O O
effexorXR.Post157.Sentence5	O O O O O O O O O O O O O O O
effexorXR.Post157.Sentence6	O O B-AE I-AE I-AE I-AE O O O O O O O O O O
effexorXR.Post157.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post157.Sentence8	O B-AE I-AE I-AE I-AE O O O O O O O O O O
effexorXR.Post157.Sentence9	O O O O O O O
effexorXR.Post157.Sentence10	O O
effexorXR.Post158.Sentence1	B-AE I-AE I-AE O O O O O
effexorXR.Post158.Sentence2	O O O O O O O O O O O O O O O O O O O O
effexorXR.Post158.Sentence3	B-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O
effexorXR.Post158.Sentence4	O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O
effexorXR.Post158.Sentence5	O O O O O O O O O O O O O O
effexorXR.Post158.Sentence6	O
effexorXR.Post158.Sentence7	O O O O O O O O O O O O
effexorXR.Post158.Sentence8	O O O O O O O O O O O O O O O
effexorXR.Post158.Sentence9	O O O O O O O O O O O O O
effexorXR.Post158.Sentence10	O O O
effexorXR.Post158.Sentence11	O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post158.Sentence12	O O O O O O O O O O O
effexorXR.Post158.Sentence13	O O O O O O O O O O O O O O O O O
effexorXR.Post158.Sentence14	O
effexorXR.Post159.Sentence1	O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE O
effexorXR.Post159.Sentence2	B-AE I-AE O O B-AE O O O O O O O O O O O
effexorXR.Post159.Sentence3	O O O B-AE I-AE I-AE I-AE I-AE I-AE O
effexorXR.Post159.Sentence4	B-AE I-AE I-AE I-AE I-AE O O O
effexorXR.Post159.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post159.Sentence6	O O O O O O B-SSI O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post159.Sentence7	O O O O O O O O O O O O O
effexorXR.Post160.Sentence1	O O O O O O O O O O O O O O O O O O O O
effexorXR.Post160.Sentence2	O O O O O O O O O O O O O O O O
effexorXR.Post160.Sentence3	O O O O O O O O O O O O O
effexorXR.Post160.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post160.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post160.Sentence6	O O O O O O O O O O O O
effexorXR.Post160.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post160.Sentence8	O O O O O O O O O O O O O O O
effexorXR.Post161.Sentence1	B-AE I-AE O
effexorXR.Post161.Sentence2	O O O O O O O O
effexorXR.Post161.Sentence3	O O B-SSI O O O O O
effexorXR.Post161.Sentence4	O O O O O O
effexorXR.Post161.Sentence5	O O O O O
effexorXR.Post162.Sentence1	B-AE I-AE O O O O O B-AE I-AE I-AE I-AE O O O O O O O
effexorXR.Post162.Sentence2	O O O O O O O O O
effexorXR.Post162.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post162.Sentence4	O O O O O O O O O
effexorXR.Post162.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post162.Sentence6	O O O O O O O O O O O O O O O O O O
effexorXR.Post162.Sentence7	O O O O O O O
effexorXR.Post163.Sentence1	B-AE O B-AE I-AE I-AE I-AE O O O O B-AE O B-AE I-AE I-AE I-AE O B-AE I-AE O O O O O O O B-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post163.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post163.Sentence3	B-AE O B-AE I-AE O
effexorXR.Post163.Sentence4	O O O O O O O O O
effexorXR.Post163.Sentence5	O O O O O O B-SSI O B-SSI O O O O O O O O O O O
effexorXR.Post163.Sentence6	O O O O
effexorXR.Post164.Sentence1	B-AE O B-AE I-AE I-AE O O O O O O O O O O O O O O
effexorXR.Post164.Sentence2	O O O O O O O O O O
effexorXR.Post164.Sentence3	O O O O O O O O O O O O O O O O O
effexorXR.Post164.Sentence4	O O O O O O O O O B-AE O B-AE I-AE I-AE O
effexorXR.Post164.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post164.Sentence6	O O O O O O O
effexorXR.Post164.Sentence7	O O O O O O O O O O O O O O O O O O B-AE O
effexorXR.Post164.Sentence8	O O O O O O O O O O O
effexorXR.Post164.Sentence9	O O O B-AE O O
effexorXR.Post165.Sentence1	B-AE O B-AE I-AE I-AE I-AE I-AE O B-AE O
effexorXR.Post166.Sentence1	O O B-AE I-AE O B-AE O B-AE O B-AE O B-AE O O B-AE O B-AE I-AE I-AE O B-AE I-AE I-AE I-AE O B-AE I-AE I-AE O
effexorXR.Post166.Sentence2	O O O O O O O O O O O O O O O B-AE I-AE O O O O O O O O O O O O O O
effexorXR.Post166.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post166.Sentence4	O O O O O O O O O O O O O O B-SSI O
effexorXR.Post166.Sentence5	O O O O O O O O O O
effexorXR.Post166.Sentence6	O O O O O O O O O O O O O
effexorXR.Post166.Sentence7	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post166.Sentence8	O O O O O O O O O O O O O O O O O O
effexorXR.Post166.Sentence9	O O O O
effexorXR.Post166.Sentence10	O O O O O O O O O B-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI O O B-SSI I-SSI I-SSI I-SSI O
effexorXR.Post166.Sentence11	O B-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI
effexorXR.Post167.Sentence1	O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post167.Sentence2	O O O O O O O O O O B-AE I-AE I-AE O
effexorXR.Post167.Sentence3	O O O O O O O O O O
effexorXR.Post167.Sentence4	O O O O O O O O O O O O O O O O O O
effexorXR.Post167.Sentence5	O O O O O O O O O
effexorXR.Post167.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post167.Sentence7	O O O O O O O O O O O
effexorXR.Post167.Sentence8	O O O O O O O O
effexorXR.Post168.Sentence1	B-AE I-AE O B-AE O B-AE I-AE I-AE O
effexorXR.Post168.Sentence2	O O O O O O
effexorXR.Post168.Sentence3	O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE O
effexorXR.Post168.Sentence4	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post168.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post168.Sentence6	O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post169.Sentence1	O O O O O O O O O O O O O O B-AE I-AE O
effexorXR.Post169.Sentence2	O O
effexorXR.Post169.Sentence3	O O O O O O O O
effexorXR.Post169.Sentence4	O O
effexorXR.Post170.Sentence1	B-AE I-AE O B-AE I-AE I-AE I-AE O
effexorXR.Post171.Sentence1	O O O B-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE O O O O O O O O O O O O O O O O O
effexorXR.Post171.Sentence2	O O O O O O O O O O O O O O O O O
effexorXR.Post171.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post172.Sentence1	O O O O O O O O O
effexorXR.Post172.Sentence2	O O O O O O
effexorXR.Post172.Sentence3	O O O O O O O O O
effexorXR.Post172.Sentence4	O O O O O O O O O O O O
effexorXR.Post172.Sentence5	O O O O O O O O O O O O O O
effexorXR.Post172.Sentence6	O O O O O O O O O O O O O O O
effexorXR.Post172.Sentence7	O O O O O O O O O O O O O O O O O O O O
effexorXR.Post172.Sentence8	O O
effexorXR.Post172.Sentence9	O O O O O O O O O O O O O
effexorXR.Post172.Sentence10	O O O O O O O O
effexorXR.Post172.Sentence11	O O O O O O O O O O O O O O O
effexorXR.Post172.Sentence12	O O O O O O O O O O O O O O
effexorXR.Post172.Sentence13	B-AE O B-AE I-AE I-AE I-AE O B-AE O B-AE O B-AE I-AE O O O O O O O O
effexorXR.Post172.Sentence14	O O O O O O O O O O O O O O O
effexorXR.Post172.Sentence15	O O O O O O O O O O
effexorXR.Post172.Sentence16	O O O O O O O O O O O O
effexorXR.Post172.Sentence17	O O O O O O O O O O O O O O
effexorXR.Post172.Sentence18	O O O O O O O O O O O O O O O O O O O
effexorXR.Post172.Sentence19	O O O O O O
effexorXR.Post172.Sentence20	O O O O O O O O O O O O O O O O
effexorXR.Post173.Sentence1	B-AE O B-AE I-AE O B-AE I-AE I-AE O
effexorXR.Post173.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE B-AE I-AE I-AE O O O O B-AE I-AE I-AE O
effexorXR.Post173.Sentence3	O O O O O O O O O O O O O O O O O B-AE I-AE O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post173.Sentence4	O O O O O O O O O O B-SSI O
effexorXR.Post173.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post174.Sentence1	B-AE O O B-AE I-AE O O B-AE I-AE I-AE I-AE I-AE O
effexorXR.Post174.Sentence2	O O O O O
effexorXR.Post174.Sentence3	O O O O O O
effexorXR.Post174.Sentence4	O O O B-SSI I-SSI I-SSI O O O O O B-SSI I-SSI I-SSI O
effexorXR.Post174.Sentence5	O O O O O O O
effexorXR.Post175.Sentence1	B-AE I-AE O B-AE O O O O O O O
effexorXR.Post175.Sentence2	O O O O O O O O O
effexorXR.Post175.Sentence3	O O O O O O O O O O O O O O O O O O
effexorXR.Post175.Sentence4	O O O O O O O O O
effexorXR.Post175.Sentence5	O O O O O O O O O O O
effexorXR.Post175.Sentence6	O O O O O O O O O O O O O O O O O O O
effexorXR.Post175.Sentence7	O O O O O O O
effexorXR.Post175.Sentence8	O O O O O O O O O O O O O O O O O O O O
effexorXR.Post175.Sentence9	O O O O
effexorXR.Post175.Sentence10	O O O O O O O
effexorXR.Post176.Sentence1	B-AE I-AE O O B-AE O
effexorXR.Post176.Sentence2	O O O O O O O
effexorXR.Post176.Sentence3	O O O O O O O O O O O O O O
effexorXR.Post176.Sentence4	O B-SSI I-SSI O B-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI I-SSI O O O O O O O O O O O
effexorXR.Post176.Sentence5	O O O O O O O O O O O O O O O O B-SSI I-SSI O B-SSI I-SSI O O O O O
effexorXR.Post176.Sentence6	O O O
effexorXR.Post176.Sentence7	O O O O O O O
effexorXR.Post176.Sentence8	O O O O O O O O
effexorXR.Post176.Sentence9	O O O O O O O O O O O
effexorXR.Post176.Sentence10	O O O O O
effexorXR.Post176.Sentence11	O O O O O O O O O O
effexorXR.Post177.Sentence1	O O O O O O O O O
effexorXR.Post177.Sentence2	O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
effexorXR.Post177.Sentence3	B-AE I-AE I-AE I-AE O O O O O O O O O O O O O
effexorXR.Post177.Sentence4	O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O
effexorXR.Post177.Sentence5	O O O O O O O O O B-AE I-AE O B-AE I-AE O O
effexorXR.Post177.Sentence6	O O O O O
effexorXR.Post177.Sentence7	O O O O
effexorXR.Post177.Sentence8	O O O O O B-SSI O B-SSI O
effexorXR.Post177.Sentence9	O O O O O O
effexorXR.Post177.Sentence10	O O O O O O O O O O O
effexorXR.Post177.Sentence11	O O O O O O O O O O O
effexorXR.Post177.Sentence12	O O O O O
effexorXR.Post178.Sentence1	O O O O O O O O O O O
effexorXR.Post178.Sentence2	O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O B-AE I-AE O O B-AE I-AE I-AE O
effexorXR.Post178.Sentence3	O O O O O O O O
effexorXR.Post178.Sentence4	O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post178.Sentence5	O O O O O O O O O O O O O O
effexorXR.Post178.Sentence6	O O O
effexorXR.Post178.Sentence7	O O O O O
effexorXR.Post178.Sentence8	O O O O O
effexorXR.Post178.Sentence9	O O O O O
effexorXR.Post178.Sentence10	O O O O O O O O O O O
effexorXR.Post178.Sentence11	O O O O O O O O O O O O O O O
effexorXR.Post179.Sentence1	O O O O
effexorXR.Post179.Sentence2	O B-AE I-AE O
effexorXR.Post179.Sentence3	O O O B-AE O
effexorXR.Post179.Sentence4	B-AE I-AE I-AE O
effexorXR.Post179.Sentence5	O O O
effexorXR.Post179.Sentence6	B-AE I-AE I-AE O
effexorXR.Post179.Sentence7	O O O O O O O O O B-SSI I-SSI O O O O B-SSI I-SSI O
effexorXR.Post179.Sentence8	O O O O O O O O O O O O O O O O O O
effexorXR.Post179.Sentence9	O O O O O O O O O O O O O O O O O O O
effexorXR.Post179.Sentence10	O O O O O O O O
effexorXR.Post179.Sentence11	O O O O O O O O O O O O O O
effexorXR.Post179.Sentence12	O O O B-SSI I-SSI O
effexorXR.Post179.Sentence13	O O O O
effexorXR.Post179.Sentence14	O O O B-AE I-AE O O O O O O O
effexorXR.Post179.Sentence15	O O O O O
effexorXR.Post179.Sentence16	O O O O B-SSI O O O O O O O O B-SSI O
effexorXR.Post179.Sentence17	O O O O O O O O O O O O O O O O O O B-SSI O
effexorXR.Post180.Sentence1	B-AE I-AE O B-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O B-SSI O O O O O O O O
effexorXR.Post180.Sentence2	O O O O O O O O O B-AE I-AE I-AE O O B-AE I-AE I-AE O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
effexorXR.Post180.Sentence3	O O O O O O O O O O O O O O B-SSI O O
effexorXR.Post181.Sentence1	O O O O O B-SSI O B-SSI I-SSI O B-SSI I-SSI O
effexorXR.Post181.Sentence2	O O O O O
effexorXR.Post181.Sentence3	O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O O O O
effexorXR.Post181.Sentence4	O O B-SSI I-SSI O
effexorXR.Post181.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O O
effexorXR.Post181.Sentence6	O O O O
effexorXR.Post181.Sentence7	O O O
effexorXR.Post181.Sentence8	O O O O O O O O O O O O O O O
effexorXR.Post181.Sentence9	O O O O O O O O O O O
effexorXR.Post181.Sentence10	O O O O O O B-SSI O B-SSI I-SSI O O O O
effexorXR.Post181.Sentence11	O O O O O O O O O O O O O O O O O O
effexorXR.Post181.Sentence12	O O O O O O O O O O O
effexorXR.Post181.Sentence13	O O O O O O O O O O
effexorXR.Post182.Sentence1	O O O O O O O O B-SSI O B-SSI O O B-SSI I-SSI O O
effexorXR.Post182.Sentence2	O O O O O O O O
effexorXR.Post182.Sentence3	O O O O O O O O O O O O O O O O O O O
effexorXR.Post182.Sentence4	O O O O O O O O O O O O O O O
effexorXR.Post182.Sentence5	O O B-AE I-AE I-AE I-AE O O O O
effexorXR.Post182.Sentence6	O B-AE I-AE I-AE O
effexorXR.Post182.Sentence7	O O O O B-AE I-AE I-AE I-AE O O
effexorXR.Post182.Sentence8	O O O O O O O O O O O O O O O O O O O O O
lexapro.Post1.Sentence1	B-AE I-AE I-AE O B-AE I-AE I-AE O B-AE I-AE O
lexapro.Post1.Sentence2	O O O O O O
lexapro.Post1.Sentence3	O O O O O O O O O O O O O O
lexapro.Post1.Sentence4	O O O O O O O O O O O O
lexapro.Post1.Sentence5	O O O O O O O O O O O O
lexapro.Post1.Sentence6	O O O O O O O O
lexapro.Post1.Sentence7	O O O O O O O O O O
lexapro.Post1.Sentence8	O O O O O O O O
lexapro.Post1.Sentence9	O O O O O O O O O
lexapro.Post1.Sentence10	O O O O O O O O O O
lexapro.Post1.Sentence11	O O O O O O O O O O O O O O O
lexapro.Post1.Sentence12	O O O O O O O O O O O
lexapro.Post2.Sentence1	B-AE I-AE I-AE I-AE O
lexapro.Post2.Sentence2	O O O O O O O
lexapro.Post2.Sentence3	O O
lexapro.Post2.Sentence4	O O O O O O B-AE I-AE I-AE I-AE I-AE O O O O
lexapro.Post2.Sentence5	O O B-AE O B-AE I-AE I-AE O
lexapro.Post2.Sentence6	O O O O O O O O O O
lexapro.Post2.Sentence7	O O O O O O O O O O O
lexapro.Post2.Sentence8	O O O O O O O O O O B-AE O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post2.Sentence9	O O O O O
lexapro.Post2.Sentence10	O O O O O O O O O O O O O O O O O O O
lexapro.Post3.Sentence1	B-AE O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE I-AE O
lexapro.Post3.Sentence2	O O O O O
lexapro.Post3.Sentence3	O O O O O O
lexapro.Post3.Sentence4	O O O
lexapro.Post3.Sentence5	O O B-AE I-AE I-AE O O B-AE I-AE O O B-AE I-AE I-AE I-AE I-AE O
lexapro.Post3.Sentence6	B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
lexapro.Post3.Sentence7	O O O O O O B-AE I-AE I-AE I-AE O
lexapro.Post3.Sentence8	O O O O O O O O O O O O
lexapro.Post3.Sentence9	O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O O O
lexapro.Post3.Sentence10	O O O O O O O
lexapro.Post4.Sentence1	O
lexapro.Post4.Sentence2	O O O O O O O B-AE I-AE I-AE O B-AE O B-AE O
lexapro.Post4.Sentence3	O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE O B-AE O B-AE O O B-AE I-AE I-AE O O O O O B-AE I-AE O O O O O O O O O
lexapro.Post4.Sentence4	O O O O O O O
lexapro.Post4.Sentence5	O B-AE I-AE I-AE O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
lexapro.Post4.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE O
lexapro.Post4.Sentence7	O O O O O O O B-AE I-AE O O O O O O B-AE O O O O O O O O O O O O O O O O
lexapro.Post4.Sentence8	O O O O O O
lexapro.Post5.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O
lexapro.Post5.Sentence2	B-AE I-AE I-AE O B-AE O B-AE I-AE O
lexapro.Post5.Sentence3	O O O O O O O
lexapro.Post5.Sentence4	O O O O O O B-SSI O O O O O O O
lexapro.Post5.Sentence5	O O O O O B-AE I-AE I-AE I-AE I-AE O
lexapro.Post5.Sentence6	O O B-AE I-AE I-AE I-AE I-AE I-AE O
lexapro.Post5.Sentence7	B-AE I-AE I-AE O B-AE I-AE O
lexapro.Post5.Sentence8	O O O O O O
lexapro.Post5.Sentence9	O O O O O O O O O O O O O O O O
lexapro.Post5.Sentence10	O O O O O O O O O O O O B-AE O B-AE O B-AE O B-AE O B-AE I-AE O B-AE O O O O O O O
lexapro.Post5.Sentence11	O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post5.Sentence12	O B-AE O O O B-AE I-AE I-AE O O O O O O B-AE I-AE O
lexapro.Post5.Sentence13	O O O O O O O B-AE O O O O O O O O O O B-AE I-AE O
lexapro.Post5.Sentence14	O B-AE O O O O O O O O
lexapro.Post5.Sentence15	O O O O O O O O O O O O O O O O O
lexapro.Post6.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE O B-AE O B-AE I-AE O B-AE O B-AE I-AE O
lexapro.Post6.Sentence2	O O O O O O O O O O O O O O O
lexapro.Post6.Sentence3	O O O O O O O O O O O O
lexapro.Post6.Sentence4	O O O O
lexapro.Post6.Sentence5	O O O O O O
lexapro.Post7.Sentence1	O O O O O O O O O O O O O O O O
lexapro.Post7.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE O O O B-AE I-AE I-AE I-AE O O
lexapro.Post7.Sentence3	O O O O O O O O O O O O O O O O O O O B-AE O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
lexapro.Post7.Sentence4	O O O O O O O O O O O
lexapro.Post7.Sentence5	O O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post7.Sentence6	O O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post8.Sentence1	B-AE I-AE I-AE O O
lexapro.Post9.Sentence1	B-AE I-AE O B-AE I-AE O
lexapro.Post9.Sentence2	B-AE I-AE I-AE O O O O
lexapro.Post10.Sentence1	O O O O O O O O O O O O B-AE I-AE O O O O O O O
lexapro.Post10.Sentence2	B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O
lexapro.Post10.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post11.Sentence1	B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE O
lexapro.Post11.Sentence2	O O O O
lexapro.Post11.Sentence3	O O O O
lexapro.Post11.Sentence4	O O O O O O
lexapro.Post11.Sentence5	O O O O
lexapro.Post12.Sentence1	B-AE O B-AE I-AE O
lexapro.Post12.Sentence2	B-AE I-AE I-AE O
lexapro.Post12.Sentence3	O O O O O O O O O B-AE I-AE O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
lexapro.Post12.Sentence4	O O O O B-AE I-AE I-AE I-AE I-AE O O O B-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O
lexapro.Post12.Sentence5	O O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O
lexapro.Post13.Sentence1	B-AE I-AE O B-AE I-AE O B-AE O B-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O O B-AE I-AE I-AE O B-AE I-AE O
lexapro.Post13.Sentence2	O O O O O O O O O O O O
lexapro.Post13.Sentence3	B-AE I-AE O O B-AE I-AE O O B-AE I-AE I-AE I-AE I-AE I-AE O O O O O O O B-AE O
lexapro.Post13.Sentence4	B-AE I-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE O O O O
lexapro.Post13.Sentence5	B-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O O O O O O B-AE I-AE O
lexapro.Post13.Sentence6	O O O O O O O B-AE I-AE I-AE I-AE O O B-AE I-AE I-AE I-AE O O O O O B-AE I-AE O
lexapro.Post13.Sentence7	O O O O O O O O O O O O
lexapro.Post13.Sentence8	O B-AE I-AE I-AE O O O O O O O
lexapro.Post13.Sentence9	O O O O O O O O O O O O O O O O
lexapro.Post14.Sentence1	B-AE O B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE I-AE I-AE I-AE O B-AE O
lexapro.Post14.Sentence2	O O O O O O O O
lexapro.Post14.Sentence3	O O O O O O O O O O O O O
lexapro.Post14.Sentence4	O O O O O O O O O
lexapro.Post14.Sentence5	O O O O
lexapro.Post14.Sentence6	O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post14.Sentence7	O O B-AE I-AE O B-AE O B-AE O O O O O O O O O
lexapro.Post14.Sentence8	O O O O O O O
lexapro.Post14.Sentence9	O O O O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post14.Sentence10	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post14.Sentence11	O O O O O
lexapro.Post15.Sentence1	B-AE O B-AE O B-AE O B-AE I-AE I-AE O B-AE I-AE O
lexapro.Post15.Sentence2	O O O O O O O O O O O O O O O O O O O
lexapro.Post16.Sentence1	B-AE I-AE O B-AE I-AE O
lexapro.Post16.Sentence2	O O O O O O O O O O O O O O O O O O O O
lexapro.Post16.Sentence3	O O O O O O
lexapro.Post16.Sentence4	O O O O O
lexapro.Post16.Sentence5	O O O O
lexapro.Post16.Sentence6	O O O O O O O O
lexapro.Post17.Sentence1	B-AE I-AE O B-AE I-AE I-AE O B-AE I-AE I-AE I-AE I-AE I-AE I-AE O
lexapro.Post17.Sentence2	B-AE I-AE I-AE I-AE I-AE I-AE O B-AE I-AE O
lexapro.Post17.Sentence3	O O O O O O O O O O O O O O
lexapro.Post17.Sentence4	O O O O O O O O O O
lexapro.Post17.Sentence5	O O O O O O O O O O O O O
lexapro.Post18.Sentence1	B-AE O B-AE O B-AE O B-AE I-AE O B-AE I-AE O B-AE I-AE O
lexapro.Post18.Sentence2	O O O O O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post18.Sentence3	O O O O O O O O O B-SSI O B-SSI O O B-SSI O
lexapro.Post19.Sentence1	O O O O O O
lexapro.Post19.Sentence2	O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post19.Sentence3	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-AE I-AE O B-AE I-AE O O O O O O
lexapro.Post19.Sentence4	O O O O O O O O O O O O O O
lexapro.Post19.Sentence5	O O O O O O O B-AE I-AE I-AE O O O O O O O O O O O O O O O O O O O O O O O
lexapro.Post20.Sentence1	B-AE I-AE O
lexapro.Post20.Sentence2	O O O O O O O O O O O O O O
lexapro.Post20.Sentence3	O O O O O
lexapro.Post21.Sentence1	O O B-AE I-AE I-AE I-AE I-AE O
lexapro.Post21.Sentence2	O O O O O O O B-AE I-AE I-AE I-AE I-AE I-AE I-AE I-AE O
lexapro.Post21.Sentence3	O B-AE I-AE I-AE O O B-AE I-AE I-AE I-AE I-AE O
lexapro.Post21.Sentence4	O O O O O O O O O O
lexapro.Post21.Sentence5	O O O O O O O O O O O
