ID	SENTENCE
effexorXR.Post128.Sentence8	:-)
effexorXR.Post129.Sentence1	Delayed orgasm .
effexorXR.Post129.Sentence2	Over the past five years, I've tried Prozac, Celexa, and Lexapro, all with no noticeable improvement.
effexorXR.Post129.Sentence3	Actually, the first one I was ever on was Effexor, but only at 75mg A few months ago, I started taking Effexor XR, this time a 300mg, and I can finally notice a significant improvement.
effexorXR.Post130.Sentence1	high cholesterol , sweating , decreased appetite .
effexorXR.Post131.Sentence1	Vivid dreams , lack of any sex drive , constipation , farting , some sleepiness .
effexorXR.Post131.Sentence2	If I take a weekend off, I can have sex/orgasms.
effexorXR.Post131.Sentence3	When I have gone off the medication, the depression and anxiety is so awful.
effexorXR.Post131.Sentence4	I will deal with the side effects any day for how Effexor has changed my life for the better.
effexorXR.Post132.Sentence1	This medication saved my life during life events that were beyond my control.
effexorXR.Post132.Sentence2	Trying to come off of the medication is very difficult.
effexorXR.Post132.Sentence3	I am having "brain shivers", "watermelon head", weight gain, etc I was taking 75mg for almost 2 years.
effexorXR.Post132.Sentence4	Dropped to 37.5 mg but having trouble coming completely off.
effexorXR.Post133.Sentence1	didn't really experience any side effects.
effexorXR.Post133.Sentence2	I had a headache that lasted about a week .
effexorXR.Post133.Sentence3	I also had dizziness and exhaustion, but those went away in a couple of days.
effexorXR.Post133.Sentence4	This has done wonders for my extreme sensitivity and irritability .
effexorXR.Post133.Sentence5	Anxiety and social anxiety virtually gone.
effexorXR.Post133.Sentence6	But skipping a dose is BAD.
effexorXR.Post133.Sentence7	Headaches, nausea, exhaustion.
effexorXR.Post133.Sentence8	Along with mood swings, irritability, etc It's basically all the symptoms I experienced before I started taking it.
effexorXR.Post133.Sentence9	Except for the physical ones
effexorXR.Post134.Sentence1	loss of appetite .
effexorXR.Post134.Sentence2	I started at 37.5mg the first week then went up to 75mg and immediatly started to feel better.
effexorXR.Post134.Sentence3	I feel better but I still havnt noticed any change in my energy or anxiety but the doctor said it could take a few weeks before I would get the full effects but Im really happy with the results so far.
effexorXR.Post134.Sentence4	Ive taken several anti depressants and this is the only one that has done anything for me, I just hope it doesnt wear off.
effexorXR.Post135.Sentence1	Initially I had dizziness and some naseau.
effexorXR.Post135.Sentence2	I found taking it at breakfast reduced nausea .
effexorXR.Post135.Sentence3	I have found I sweat more on Effexor.
effexorXR.Post135.Sentence4	No massive weight gain yet.
effexorXR.Post135.Sentence5	Most annoying side effect is delayed orgasm and sex drive reduction .
effexorXR.Post135.Sentence6	While the mind is still interested the body does not have the tingling all over like it used to before sex.
effexorXR.Post135.Sentence7	Often get restless legs syndrome with Effexor.
effexorXR.Post135.Sentence8	Appetite has improved but not to the point were I am emptying the pantry like their is no tomorrow.
effexorXR.Post135.Sentence9	That is good!
effexorXR.Post135.Sentence10	Some antidepressants make you so hungry.
effexorXR.Post135.Sentence11	I just wish Effexor didn't stuff around with the sex drive.
effexorXR.Post136.Sentence1	Loss of libido , gurning , tiredness , yawning .
effexorXR.Post136.Sentence2	Withdrawal symptoms are severe, headaches,muscle pains,nausia,sensory problems like electrical shocks,wobbly vision.
effexorXR.Post136.Sentence3	Cured my anxiety and depression wonderfully, stopping the tablets is the difficult part.
effexorXR.Post136.Sentence4	It is all physical and will end after about 8 weeks of
effexorXR.Post137.Sentence1	started on 37.5mg about 3 years ago, I am now on 225mg, whenever dose is increased I begin to have severe tiredness , sleeping for 12-16 a night !
effexorXR.Post137.Sentence2	I also gain weight whenever the dose is incerased, and I have TONS of food cravings .
effexorXR.Post137.Sentence3	I honestly can't tell a difference when I am on or off of Effexor XR, except for the terible migranes that I experience when missing a dose.
effexorXR.Post138.Sentence1	Nausea, a lil .
effexorXR.Post138.Sentence2	brain "zapping" pressure , restless jaw (teeth wanting to grind) and HAPPINESS.
effexorXR.Post138.Sentence3	Ive only been on it for 1 day and was a little naucious this morning and my jaw has been wanting to clench down .
effexorXR.Post138.Sentence4	I started 37.5mg and in a week Ill be jumping to 75mg I was so scared to take it that I delayed it because I read all the comments on this site.
effexorXR.Post138.Sentence5	So I finally made to decision to start it and hope for the best and it seems like not too many side effects are going to get me.
effexorXR.Post138.Sentence6	Haha.
effexorXR.Post138.Sentence7	Im excited to start this drug and pray for a normal life once again.
effexorXR.Post138.Sentence8	Ive had a miscarriage with twins and full term pregnancy in the past 1 1/2 year, husband in the Marine Corps always gone and lots of moving.
effexorXR.Post138.Sentence9	I pray that this helps and I can overcome my depression and anxiety .
effexorXR.Post138.Sentence10	Ill make another rating in a month, hope this helps someone
effexorXR.Post139.Sentence1	mild insomnia , poor interactions with alcohol.
effexorXR.Post139.Sentence2	This is an excellent medication for anyone who has a depressiv or anxiety disorder .
effexorXR.Post139.Sentence3	I suffer from both, and this is my second time on the drug.
effexorXR.Post139.Sentence4	it has done a great deal for me.
effexorXR.Post139.Sentence5	I have only been taking it for 6 months on my second bout, but I took it for two years before, and it did wonders.
effexorXR.Post139.Sentence6	The only problems I had with it were when I came off it the first time.
effexorXR.Post139.Sentence7	withdrawl is really tough, but past that, it's a good drug.
effexorXR.Post140.Sentence1	was initially on Effexor and slowly got up to 100 mg a day.
effexorXR.Post140.Sentence2	Was on this for several years, had back surgery and wanted to quit Effexor because I was no longer depressed or in pain .
effexorXR.Post140.Sentence3	Withdrawal was very, very difficult as many here state.
effexorXR.Post140.Sentence4	I ended up staying on a maintenance dose of half of a 37.5 mg tablet.
effexorXR.Post140.Sentence5	After a year or so on this I had more spinal problems and related nerve pain .
effexorXR.Post140.Sentence6	Upped the Effexor to 75 mg without much pain relief.
effexorXR.Post140.Sentence7	I now switched to XR 150 mg for the past six months.
effexorXR.Post140.Sentence8	I have lots of neck problem s ( DDD , herniation , stenosis , etc) so I thought the severe pain in my hands and arms was the result of that.
effexorXR.Post140.Sentence9	HOwever, in thinking about when the pain increased, I realized that it coincided with my switch to a higher dose and XR.
effexorXR.Post140.Sentence10	To compound the problem, I was put on Diovan 160 mg for high blood pressure at the same time.
effexorXR.Post140.Sentence11	So I don't really know if the increase in pain is related only to the Effexor XR or Diovan also.
effexorXR.Post140.Sentence12	Overall, Effexor did very well relieving my depression .
effexorXR.Post140.Sentence13	It helped keep migraines at bay and I had tolerable, minimal side effects.
effexorXR.Post140.Sentence14	But getting off of this drug is really nasty.
effexorXR.Post140.Sentence15	I had to d/c my meds a few days before a neck myelogram and had a very bad reaction to the lack of Effexor in my system.
effexorXR.Post140.Sentence16	My pain increased tremendously and I was a basket case emotionally with crying, etc I had to go back on the Effexor and make an appointment with my prescriber to find something to cover me for when I have the myelogram.
effexorXR.Post140.Sentence17	I had the "typical" brain zaps and odd brain feeling , dizziness , anxiety .
effexorXR.Post140.Sentence18	I would love to d/c this drug forever once my neck problems have been taken care of.
effexorXR.Post141.Sentence1	During the first week I experienced hot flashes, night sweats, insomnia.
effexorXR.Post141.Sentence2	Wasn't sure I was going to be able to continue but I went on the web and found out that those symptoms were normal and usually went away.
effexorXR.Post141.Sentence3	I started feeling better around the fifth day.
effexorXR.Post141.Sentence4	My only continuing side effects are total loss of appetite and continuing problems with insomnia.
effexorXR.Post141.Sentence5	I take another medication to help me sleep.
effexorXR.Post141.Sentence6	The appetite is not a concern because I am quite overweight, it has actually helped me lose 50 lbs over the last six months .
effexorXR.Post141.Sentence7	Withdrawal symptoms are nothing to mess with I ran out of pills over a 4 day holiday weekend, and boy did I feel wierd.
effexorXR.Post141.Sentence8	I have had recurring depressive episodes since childhood, and this is the second time I have tried anti-depressants.
effexorXR.Post141.Sentence9	Prozac worked well the first time, but the same dose had no effect this time.
effexorXR.Post141.Sentence10	I am also in cognitive behavioral therapy and I strongly recommend therapy in addition to medication.
effexorXR.Post142.Sentence1	At 37.5mg my depression is controlled.
effexorXR.Post142.Sentence2	I will experience episodes of depression but it's manageable.
effexorXR.Post142.Sentence3	When I increase the dose to 75mg I experience vivid dreams , interrupted sleep , anxiety , irritability and unwarranted anger .
effexorXR.Post142.Sentence4	For me, this medication manages my depression if I take it at a low dose.
effexorXR.Post142.Sentence5	I have not gained/lost weight, but I am an endurance athlete.
effexorXR.Post143.Sentence1	nausea , tremor .
effexorXR.Post144.Sentence1	Terrible night sweats (most nights) , non-existent libido , concentration difficulties , unbearable discontinuation syndrome if I miss a tablet.
effexorXR.Post144.Sentence2	There's no doubt that Effexor XR saved my life, however long-term use is not the best.
effexorXR.Post144.Sentence3	My moods are stable, but I'm now mildly and continuously depressed because of the two main side effects - lack of libido and bad night sweats .
effexorXR.Post144.Sentence4	It's ruining my relationship , and so I'd really like to get off it but am terrified due to the side effects, and not knowing what I'll be like when I'm off it.
effexorXR.Post144.Sentence5	I didn't have a choice but to resort to this drug, and I owe my life to it.
effexorXR.Post144.Sentence6	It has made my life bearable, but introduced new problems which I never had before.
effexorXR.Post145.Sentence1	Headaches , fitful sleeping and takes a while to get going in the morning .
effexorXR.Post145.Sentence2	Other than that it has helped enormounsly with my depression.
effexorXR.Post145.Sentence3	My periods have become irregular and at first were light now quite heavy and lasting a full week.
effexorXR.Post145.Sentence4	DId not gain weight or lose interest in sex.
effexorXR.Post146.Sentence1	Intensified anxiety .
effexorXR.Post146.Sentence2	Terrible hostile thoughts (short term) and felt could lose control .
effexorXR.Post146.Sentence3	Sinister & negative outlook,seems to take you lower before bouncing back up.
effexorXR.Post146.Sentence4	Yawning , constipation (short term) .
effexorXR.Post146.Sentence5	Have gone back on Eff after 6 month break.
effexorXR.Post146.Sentence6	Initial withdrawal done slowly was fine, however gradually spiralled down without it.
effexorXR.Post146.Sentence7	The initial side effects are terrifying but thankfully past experience told me to
effexorXR.Post147.Sentence1	While I have been on Effexor, I have identified side effects like asexuality - also, other sexual side effects; including: Ejaculation problems , and reduced climax intensity .
effexorXR.Post147.Sentence2	There are also more mild effects on my sleep - Night sweats , and vivid dreaming .
effexorXR.Post147.Sentence3	I do not mind these as they are not bad enough to be particularly unpleasant.
effexorXR.Post148.Sentence1	No real side effects besides a little more lethargy /sleepiness than usual.
effexorXR.Post148.Sentence2	I only experience a little nausea/dizziness if I miss a dose.
effexorXR.Post148.Sentence3	Has worked relatively well and is the only anti-depressant I've been on.
effexorXR.Post148.Sentence4	I take it at night and any time I miss a dose, I tend to have very vivid dreams and night sweats.
effexorXR.Post148.Sentence5	Sometimes the sweating gets so excessive that I need to shower in the middle of the night.
effexorXR.Post148.Sentence6	But again, I only experience this when I forget to take the effexor.
effexorXR.Post149.Sentence1	Brain zaps , excessive yawning , fatigue , increased appetite , vivid sexual dreams , sexual side effects .
effexorXR.Post149.Sentence2	I am currently takin Effexor XR 37.5mg, sometimes twice a day.
effexorXR.Post149.Sentence3	When I first started I loved it!
effexorXR.Post149.Sentence4	It really gave me my life back somewhat, Now I feel I am extremely drowsy at times , hard to stay awake .
effexorXR.Post149.Sentence5	I will also get the brain zaps , electrical shocks if I'm just lying in bed.
effexorXR.Post149.Sentence6	scary.
effexorXR.Post149.Sentence7	But I will continue to take it for now and see what happens!
effexorXR.Post150.Sentence1	Reduced libido , some difficulty with ejaculation .
effexorXR.Post150.Sentence2	Some anxiety and "brain shocks" for the first day or two .
effexorXR.Post150.Sentence3	My depression mostly manifested in an inability to start new projects , rather than any feelings of sadness.
effexorXR.Post150.Sentence4	Right after I started Effexor XR, I noticed a big improvement in this for a couple of weeks; since then, there's some improvement, but it's not as pronounced.
effexorXR.Post150.Sentence5	I may switch to another medication (or raise my dose) if the effect continues to decline.
effexorXR.Post150.Sentence6	I'm taking 75mg/day.
effexorXR.Post151.Sentence1	Typical with effexor XR- Dizzy , jaw tight , teeth grinding .
effexorXR.Post151.Sentence2	By the way withdrawing is A BAAAAAD.
effexorXR.Post151.Sentence3	I have been very satisfied.
effexorXR.Post151.Sentence4	I have noticed that alcohol has a stronger effect on me now.
effexorXR.Post151.Sentence5	But please be careful when stopping!
effexorXR.Post152.Sentence1	loss of appetite .
effexorXR.Post152.Sentence2	lower doses helped me more than higher doses
effexorXR.Post153.Sentence1	Vivid dreams / nightmares , possibly some tiredness .
effexorXR.Post153.Sentence2	Some mild effects on discontinuation but nothing too severe, although I did come off it slowly over two or three months.
effexorXR.Post153.Sentence3	Greatly improved my depression in a month or so after fluoxetine only gave a slight improvement.
effexorXR.Post153.Sentence4	Effectiveness seemed to level off after a while and further improvement was slower - another six months until I could start working effectively again.
effexorXR.Post154.Sentence1	Night sweats , interrupted sleep most nights , seriously dry mouth when I wake up.
effexorXR.Post154.Sentence2	These I can tolerate.
effexorXR.Post154.Sentence3	But the wooziness !
effexorXR.Post154.Sentence4	It's somewhere between dizzy and light headed .
effexorXR.Post154.Sentence5	It's not particularly painful, but it is frequent and uncomfortable.
effexorXR.Post154.Sentence6	On the other hand, I am functioning again.
effexorXR.Post154.Sentence7	8 years on SSRIs.
effexorXR.Post154.Sentence8	Was taking Lexapro which was much like taking nothing.
effexorXR.Post154.Sentence9	Could barely function and was in danger of losing my job .
effexorXR.Post154.Sentence10	Switched to EffexorXR for the addition of norepinephrine.
effexorXR.Post154.Sentence11	Definitely have more energy, but still not enough.
effexorXR.Post154.Sentence12	May increase dosage again, but I'm concerned about the wooziness .
effexorXR.Post155.Sentence1	Sleep issues, also I now have a harsh edge to my inter-action with others.
effexorXR.Post155.Sentence2	This was attributed to anxiety .
effexorXR.Post155.Sentence3	so have a med for that.
effexorXR.Post155.Sentence4	Generally seems to doing a good job with mood, though I'm not impressed with the sleep issues (couldn't sleep.
effexorXR.Post155.Sentence5	so now I have a drug for that).
effexorXR.Post155.Sentence6	I've also lost about 30lbs 240 down to 210lbs (Not that I complaining on that one).
effexorXR.Post155.Sentence7	I've been through most of the SSRI's.
effexorXR.Post155.Sentence8	this SNRI seems to be working .
effexorXR.Post155.Sentence9	at least for now.
effexorXR.Post155.Sentence10	But now you see where once I took 1 med for mood, I now need 3 .
effexorXR.Post156.Sentence1	Increased perspiration /Real lack of sexual desire / Tinnitus / Weight gain / Minor joint soreness / Shortness of breath / Some excessive yawning / Constipation / Dry eyes towards end of 24 hour cycle.
effexorXR.Post156.Sentence2	Has been helpful for the most part.
effexorXR.Post156.Sentence3	You really have to figure out what the right time of day is to take it.
effexorXR.Post156.Sentence4	I found that if I took it in the morning, I would get very tired after about 6 to 8 hours.
effexorXR.Post156.Sentence5	Switched to taking it right before bed so will sleep through the tired phase.
effexorXR.Post156.Sentence6	Am taking 225 mg Still occassional anxiety but much better.
effexorXR.Post156.Sentence7	Coping and attitude have improved.
effexorXR.Post156.Sentence8	After reading some of these posts I am not looking forward to getting off, which doctor has suggested I do in about 6 weeks.
effexorXR.Post157.Sentence1	NO sex drive , severe fatigue , sweating , mild jaw clenching .
effexorXR.Post157.Sentence2	I've been on Effexor for about three years now, and I have to say that along with therapy, it really saved my life.
effexorXR.Post157.Sentence3	However, the side effects are awful, but to me it's worth it because after trying Lexapro, Wellbutrin, and Zoloft, this is the only thing that makes me feel better.
effexorXR.Post157.Sentence4	I have to take Adderall XR in combination with the Effexor just to keep me awake during the day because if i don't, i absolutely can't function; I will literally just sleep all the time , to the point where it truly can disrupt my life at times.
effexorXR.Post157.Sentence5	I had never experienced a fatigue like that before, and it can be very dibilitating.
effexorXR.Post157.Sentence6	I have absolutely NO sex drive , but that didn't happen until about a year ago.
effexorXR.Post157.Sentence7	I wake up a lot in the morning with my jaw feeling tired and aching, and it never even occured to me that it may have been because of the Effexor (until i came upon this site!).
effexorXR.Post157.Sentence8	The sweating is really bad , but i've found a great solution - aerosol deoderant!
effexorXR.Post157.Sentence9	I've tried going off of Effexor before.
effexorXR.Post157.Sentence10	it's hell,
effexorXR.Post158.Sentence1	Extreme dry mouth , unable to reach orgasm.
effexorXR.Post158.Sentence2	However, my sex drive is still Ok. No notable weight gain, as I have pushed myself to work out still.
effexorXR.Post158.Sentence3	Felt a bit sluggish , but after a month or so on the 150mg dose, have overcome that side effect.
effexorXR.Post158.Sentence4	The one and ONLY complaint is this horrible taste in my mouth- tastes metallic, and bitter, a secretion under my toungue .
effexorXR.Post158.Sentence5	I hope it goes away- I'm brushing my teeth about 5 times a day!
effexorXR.Post158.Sentence6	Lol.
effexorXR.Post158.Sentence7	Keep a VERY close eye on your side effects with this drug.
effexorXR.Post158.Sentence8	For a week, I had horrible suicidal thoughts and mood swings, which eventually went away.
effexorXR.Post158.Sentence9	Have a support system- family, friends- to help you when you are down.
effexorXR.Post158.Sentence10	It gets better.
effexorXR.Post158.Sentence11	If you have high blood pressure, do NOT quit cold turkey, as this is a very BAD way to do with any of these types of drugs.
effexorXR.Post158.Sentence12	contact your Dr, and if that doesn't help, get another opinion.
effexorXR.Post158.Sentence13	There's help out there, and millions of people like us who know what we're all going through.
effexorXR.Post158.Sentence14	:)
effexorXR.Post159.Sentence1	few side effects at first, but now, after about months on the stuff, at about 20 hours after last dose, I start to get wierd feelings .
effexorXR.Post159.Sentence2	almost shakey , or tremors , but they are "below the surface" rather than something visible.
effexorXR.Post159.Sentence3	More like I feel as though I am vibrating .
effexorXR.Post159.Sentence4	Sometimes ringing in my ear , or lightheadedness.
effexorXR.Post159.Sentence5	I was here looking for anyone who sensed the drug was moving them towards taking a higher dose (one friend suggested this might be the problem).
effexorXR.Post159.Sentence6	It did work well for my depression , but reading these make me wonder about other things that have been going on - like the pins & needles I attributed to some other mystery.
effexorXR.Post159.Sentence7	Still concerned about the apparent 'withdrawl' in less than 24 hours between doses.
effexorXR.Post160.Sentence1	At the very beginning of taking Effexor XR (75 mg) I had more energy, sweaty palms, jittery legs, hot flashes.
effexorXR.Post160.Sentence2	After about two weeks, the side effects settled down and I thought I was doing alright.
effexorXR.Post160.Sentence3	But then I felt almost the same as I did before Effexor XR.
effexorXR.Post160.Sentence4	I started thinking maybe I had to increase my dose but then about a month and half before I went to see my psychiatrist, I started excercising a lot and now I feel great.
effexorXR.Post160.Sentence5	I'm not going to change a thing but I think it was a combination of the Effexor XR, the summer starting, taking walks during my work days, and generally excercising more.
effexorXR.Post160.Sentence6	I haven't had this much confidence and self esteem in so long.
effexorXR.Post160.Sentence7	I can finally talk to my best friends like I used to and I can't tell you how good that makes me feel!
effexorXR.Post160.Sentence8	I feel like myself again, and I'll tell ya, it's been close to 10 years!
effexorXR.Post161.Sentence1	Decreased Libido .
effexorXR.Post161.Sentence2	Have been taking Effexor XR for 9 years.
effexorXR.Post161.Sentence3	I was suicidal before I started taking it.
effexorXR.Post161.Sentence4	I take 150 mg once daily.
effexorXR.Post161.Sentence5	I couldn't survive without it.
effexorXR.Post162.Sentence1	occasional sleeplessness ; @ 225 mg/day - very difficult to orgasm , not as bad @ lower doses.
effexorXR.Post162.Sentence2	Withdrawal symptoms are horrible - as noted by others.
effexorXR.Post162.Sentence3	Withdrawal is an awful experience - I've tried (and made it) several times, but within 2 months the darkness just settles on me again and I have to start taking it again.
effexorXR.Post162.Sentence4	I haven't even tried quitting in about 3 years.
effexorXR.Post162.Sentence5	Taking 225 mg for the past year and it doesn't work as well as it used to; previously 150 mg kept me very even and I was well-pleased.
effexorXR.Post162.Sentence6	Increased stress in my life for the past year and effexor xr hasn't been able to keep up.
effexorXR.Post162.Sentence7	Not sure which way to go now.
effexorXR.Post163.Sentence1	fatigue and sleeping around 15 hours a night and still tired , Loss of sex drive and erection problems when medication doubled from 75mg to 150) eye site deteriated to the point I thought i needed glasses but once I took myself off the drug eye site returned to normal.
effexorXR.Post163.Sentence2	Withdraw symptoms of drug lasted 3 weeks and included Nausea, jolts of dizziness which included when i moved my eyes from side to side or looked at close things then afar.
effexorXR.Post163.Sentence3	Agressiveness and short tempered .
effexorXR.Post163.Sentence4	All side affects and withdraw effects are now gone.
effexorXR.Post163.Sentence5	The medication did wonders for my anxiety and depression problems which seem to not have returned once stopping the medication.
effexorXR.Post163.Sentence6	So far so good.
effexorXR.Post164.Sentence1	bruise easily, terrible joint pain , still have days that I have no desire to get out of bed.
effexorXR.Post164.Sentence2	I have been on Effexor XR 150 for 5 years.
effexorXR.Post164.Sentence3	During the holidays I increase to 225) I don't get the withdrawal symptoms with this doseage change.
effexorXR.Post164.Sentence4	I was wondering if anyone else has experienced the bruising and terrible joint pain .
effexorXR.Post164.Sentence5	I have had all kinds of blood work done, and my tests are all normal, so I think it has to be the Effexor.
effexorXR.Post164.Sentence6	That is the only medication I take.
effexorXR.Post164.Sentence7	It makes you look like a crazy person when your labs are normal and you still complain of pain .
effexorXR.Post164.Sentence8	The doctor must think I am crazy or making it up.
effexorXR.Post164.Sentence9	I know the pain is real.
effexorXR.Post165.Sentence1	constipation , aching muscles in both legs and fatigue .
effexorXR.Post166.Sentence1	Obnoxious behaviour, Increased talkativeness , nausea , diarrhea , headaches , insomnia , flatulence, depression , moderate weight gain , unable to achieve orgasm , increased sexual pleasure .
effexorXR.Post166.Sentence2	All of the short term side effects only lasted for the first 2 months,(sexual and weight problems manifested itself over the long term) except for the obnoxious behaviour and increased talkativeness.
effexorXR.Post166.Sentence3	I don't think I still have obnoxious behaviour anymore (that's my personal opinion) but still talk more than I remember, but its no longer on an annoying level.
effexorXR.Post166.Sentence4	One P doc has told me this may be because I had Dysthmia and SAD .
effexorXR.Post166.Sentence5	The increased sexual pleasure only lasted for a couple weaks.
effexorXR.Post166.Sentence6	Right now I have nothing to complain about with respect to this drug.
effexorXR.Post166.Sentence7	It took me 6 months to get the correct dosage, which for me is 300mg My psychiatrist specialises in using this drug, so was not afraid to carry me up to this level.
effexorXR.Post166.Sentence8	I'm glad he did because once I try to step down, my symptoms return, even after 2 years.
effexorXR.Post166.Sentence9	It is a Godsend.
effexorXR.Post166.Sentence10	It lifted my spirits at a time when I could barely say a word for days because my mind was so blank .
effexorXR.Post166.Sentence11	I couldn't keep my head up walking down the street because I though
effexorXR.Post167.Sentence1	Frankly, I have been on Effexor XR so long that it is hard to tell what side effects I do have.
effexorXR.Post167.Sentence2	I guess I can say that there are times my blood pressure increases .
effexorXR.Post167.Sentence3	Other than that, I can't think of a side effect.
effexorXR.Post167.Sentence4	I have been on so many of the SSRI's that is Celexa, Prozac, Serzone, Lexapro, Wellbutrin XR, Remeron.
effexorXR.Post167.Sentence5	None work like the SNRI, Effexor XR with me.
effexorXR.Post167.Sentence6	I've been as high as 300 mg and as low as I am now at 112.5 mg I've been on Effexor XR for over 9 years.
effexorXR.Post167.Sentence7	My doc will add a mood stabilizer when I need one.
effexorXR.Post167.Sentence8	Other than that, I'm staying with Effexor XR.
effexorXR.Post168.Sentence1	night sweats , dreams , possibly increased appetite .
effexorXR.Post168.Sentence2	I seem to be quite fortunate.
effexorXR.Post168.Sentence3	I started out taking 300 mg of Effexor and am now down to 150 mg At 300, I had very bothersome night sweats .
effexorXR.Post168.Sentence4	This was greatly improved by dropping the dose to 225) With my doctor's permission, I've recently dropped the dose to 150 mg I was wondering if the drug was increasing my appetite and if a lower dose might make a difference.
effexorXR.Post168.Sentence5	But, I'm still about 10 pounds heavier than I'd like and at this point, I don't think I can blame it on Effexor.
effexorXR.Post168.Sentence6	I suffered no major side effects when lowering the drug - just some light headedness that lasted a couple of days.
effexorXR.Post169.Sentence1	all was fine (taking it for almost 3 months) but recently noticed I was gaining weight !
effexorXR.Post169.Sentence2	(10 pounds).
effexorXR.Post169.Sentence3	otherwise changed my life but cannot live fat!
effexorXR.Post169.Sentence4	(recovering bulimic)
effexorXR.Post170.Sentence1	intense dreams , loss of sex drive .
effexorXR.Post171.Sentence1	Loss sex drive; weight gain ; night sweats ; nightmares ; muscle twitches and jerky when sleeping; ( miss a dose i get depression or panic attack- sometimes withdraw symptoms).
effexorXR.Post171.Sentence2	I take Effexor with the combination of YAZ for PMDD and it has worked for the best.
effexorXR.Post171.Sentence3	I don't want to switch medicines again since I have been on quite a few- Prozac, Zoloft and Lexapro and also I am afraid of what the withdraw symptoms would be like.
effexorXR.Post172.Sentence1	didn't have any side effects while taking the drug.
effexorXR.Post172.Sentence2	I took 150 mg per day.
effexorXR.Post172.Sentence3	I was never clinically diagnosed with depression or anything.
effexorXR.Post172.Sentence4	I was going through a divorce and asked my doctor for something.
effexorXR.Post172.Sentence5	I can't believe how readily they just hand you whatever is in the cabinet.
effexorXR.Post172.Sentence6	Anyway, my life is on track, I have nothing to be depressed or sad about.
effexorXR.Post172.Sentence7	I also have no health insurance at the moment, and it's pretty expensive, so I decided to quit taking it.
effexorXR.Post172.Sentence8	COLD TURKEY.
effexorXR.Post172.Sentence9	I knew there would be side effects, and I was ready for them.
effexorXR.Post172.Sentence10	And boy did they arrive with a vengence!
effexorXR.Post172.Sentence11	I've been off for a little over a week, and it's getting a little better.
effexorXR.Post172.Sentence12	The first 3 days or so, I thought I was in the twilight zone.
effexorXR.Post172.Sentence13	Dizziness , ringing of the ears , irritable , anxious , horrible nightmares , feelings of electrical surges in my body.
effexorXR.Post172.Sentence14	My God, I wasn't in this bad of shape before I started taking the drug!
effexorXR.Post172.Sentence15	Well, like I said, it's getting a little better everyday.
effexorXR.Post172.Sentence16	But I feel I can say that this drug is VERY ADDICTIVE.
effexorXR.Post172.Sentence17	Some people probably do need to be on it forever, but many do not.
effexorXR.Post172.Sentence18	Everyone needs to know the side effects of coming off of this drug when it is given to them!
effexorXR.Post172.Sentence19	I would've asked for something else!
effexorXR.Post172.Sentence20	I wish I could've afforded to come off gradually, but oh well, what's done is done.
effexorXR.Post173.Sentence1	GAS , vivid dreams , some muscle twitches .
effexorXR.Post173.Sentence2	mosy of my side effects were in the first week or so starting effexor xr and whenever the dosage is raised, i experienced extreme headaches was extremely tired , very nausous , no appetite ,a mild "high" feeling no sex drive mainly because i was way to tired .
effexorXR.Post173.Sentence3	all those side effects went away though after a couple weeks and now it just makes me really gassy and i think my vision has become a little more blurry , the gas is very innoying though even at night when im in bed with my boyfriend its really uncomfortable but i took an over the counter pill for gas relief and it seemed to work.
effexorXR.Post173.Sentence4	i havnt noticed that much of a change in my anxiety .
effexorXR.Post173.Sentence5	its took the edge off i dont have panic attacks really anymore but i still cant sleep at night and i still get very nervous when its unessecarymaybe a dosage increase is needed but i was on zoloft a few years ago and it made me feel like a zombie so in comparison its alot better i hope things work out.
effexorXR.Post174.Sentence1	Nausea , a light-headed feeling , and dizziness but only at first .
effexorXR.Post174.Sentence2	The side effects go away.
effexorXR.Post174.Sentence3	This drug has helped me greatly.
effexorXR.Post174.Sentence4	It makes me feel normal again , and I suffer from extremely severe depression .
effexorXR.Post174.Sentence5	This is my second cycle on Effexor.
effexorXR.Post175.Sentence1	dry mouth , insomnia if taken late in the day, However.
effexorXR.Post175.Sentence2	I can't say these side effects outweigh the benefits.
effexorXR.Post175.Sentence3	I'm on 225mg a day and this drug is the only one that has ever worked for me.
effexorXR.Post175.Sentence4	I've tried so many, However, I'm ADDICTED I feel.
effexorXR.Post175.Sentence5	I've tried to wean myself a few times and it's terrible.
effexorXR.Post175.Sentence6	The nightmares and the sickness that goes with it are terrible besides the symptoms you had to begin with.
effexorXR.Post175.Sentence7	It's just not worth it to me.
effexorXR.Post175.Sentence8	I always tell my doctor, please don't start anyone, because once they get started, they'll never be able to stop.
effexorXR.Post175.Sentence9	It's like a narcotic.
effexorXR.Post175.Sentence10	The nightmares are the worst for me.
effexorXR.Post176.Sentence1	Sweaty hands & feet Euphoria .
effexorXR.Post176.Sentence2	This medicine has saved my social life.
effexorXR.Post176.Sentence3	It has saved me from making terrible mistakes at work and around my family.
effexorXR.Post176.Sentence4	My manic depression has driven to do things any normal person would never even think of doing and it seems as though I cannot live without the medicine.
effexorXR.Post176.Sentence5	I think I may have to have my dosage up'd to the next level because the bad dreams and sudden outbursts are coming back I've noticed.
effexorXR.Post176.Sentence6	Thank you Venlafaxine.
effexorXR.Post176.Sentence7	You've saved my life and my daughters.
effexorXR.Post176.Sentence8	I wouldn't recommend it to just anyone though.
effexorXR.Post176.Sentence9	I'd like to think of it as a "last resort" type.
