ID	TAG	ENTITYSTR
effexorXR.Post147.Sentence1	AE	reduced climax intensity
effexorXR.Post147.Sentence2	AE	Night sweats
effexorXR.Post147.Sentence2	AE	vivid dreaming
effexorXR.Post148.Sentence1	AE	a little more lethargy
effexorXR.Post149.Sentence1	AE	Brain zaps
effexorXR.Post149.Sentence1	AE	excessive yawning
effexorXR.Post149.Sentence1	AE	fatigue
effexorXR.Post149.Sentence1	AE	increased appetite
effexorXR.Post149.Sentence1	AE	vivid sexual dreams
effexorXR.Post149.Sentence1	AE	sexual side effects
effexorXR.Post149.Sentence4	AE	extremely drowsy at times
effexorXR.Post149.Sentence4	AE	hard to stay awake
effexorXR.Post149.Sentence5	AE	brain zaps
effexorXR.Post150.Sentence1	AE	Reduced libido
effexorXR.Post150.Sentence1	AE	some difficulty with ejaculation
effexorXR.Post150.Sentence2	AE	"brain shocks" for the first day or two
effexorXR.Post150.Sentence3	SSI	depression
effexorXR.Post150.Sentence3	SSI	inability to start new projects
effexorXR.Post151.Sentence1	AE	Dizzy
effexorXR.Post151.Sentence1	AE	jaw tight
effexorXR.Post151.Sentence1	AE	teeth grinding
effexorXR.Post151.Sentence4	AE	alcohol has a stronger effect
effexorXR.Post152.Sentence1	AE	loss of appetite
effexorXR.Post153.Sentence1	AE	Vivid dreams
effexorXR.Post153.Sentence1	AE	nightmares
effexorXR.Post153.Sentence1	AE	possibly some tiredness
effexorXR.Post153.Sentence3	SSI	depression
effexorXR.Post154.Sentence1	AE	Night sweats
effexorXR.Post154.Sentence1	AE	interrupted sleep most nights
effexorXR.Post154.Sentence1	AE	seriously dry mouth
effexorXR.Post154.Sentence3	AE	wooziness
effexorXR.Post154.Sentence4	AE	between dizzy and light headed
effexorXR.Post154.Sentence9	SSI	Could barely function
effexorXR.Post154.Sentence9	SSI	in danger of losing my job
effexorXR.Post154.Sentence12	AE	wooziness
effexorXR.Post155.Sentence2	SSI	anxiety
effexorXR.Post155.Sentence4	SSI	sleep issues
effexorXR.Post156.Sentence1	AE	Increased perspiration
effexorXR.Post156.Sentence1	AE	lack of sexual desire
effexorXR.Post156.Sentence1	AE	Tinnitus
effexorXR.Post156.Sentence1	AE	Weight gain
effexorXR.Post156.Sentence1	AE	Minor joint soreness
effexorXR.Post156.Sentence1	AE	Shortness of breath
effexorXR.Post156.Sentence1	AE	Some excessive yawning
effexorXR.Post156.Sentence1	AE	Constipation
effexorXR.Post156.Sentence1	AE	Dry eyes
effexorXR.Post156.Sentence4	AE	very tired 
effexorXR.Post156.Sentence6	SSI	occassional anxiety
effexorXR.Post157.Sentence1	AE	NO sex drive
effexorXR.Post157.Sentence1	AE	severe fatigue
effexorXR.Post157.Sentence1	AE	sweating
effexorXR.Post157.Sentence1	AE	mild jaw clenching
effexorXR.Post157.Sentence4	AE	sleep all the time
effexorXR.Post157.Sentence6	AE	absolutely NO sex drive
effexorXR.Post157.Sentence8	AE	sweating is really bad
effexorXR.Post158.Sentence1	AE	Extreme dry mouth
effexorXR.Post158.Sentence3	AE	Felt a bit sluggish
effexorXR.Post158.Sentence4	AE	secretion under my toungue
effexorXR.Post159.Sentence1	AE	wierd feelings
effexorXR.Post159.Sentence2	AE	almost shakey
effexorXR.Post159.Sentence2	AE	tremors
effexorXR.Post159.Sentence3	AE	feel as though I am vibrating
effexorXR.Post159.Sentence4	AE	Sometimes ringing in my ear
effexorXR.Post159.Sentence6	SSI	depression
effexorXR.Post161.Sentence1	AE	Decreased Libido
effexorXR.Post161.Sentence3	SSI	suicidal
effexorXR.Post162.Sentence1	AE	occasional sleeplessness
effexorXR.Post162.Sentence1	AE	very difficult to orgasm
effexorXR.Post163.Sentence1	AE	fatigue
effexorXR.Post163.Sentence1	AE	sleeping around 15 hours
effexorXR.Post163.Sentence1	AE	tired
effexorXR.Post163.Sentence1	AE	Loss of sex drive
effexorXR.Post163.Sentence1	AE	erection problems
effexorXR.Post163.Sentence1	AE	eye site deteriated
effexorXR.Post163.Sentence3	AE	Agressiveness
effexorXR.Post163.Sentence3	AE	short tempered
effexorXR.Post163.Sentence5	SSI	anxiety
effexorXR.Post163.Sentence5	SSI	depression
effexorXR.Post164.Sentence1	AE	bruise
effexorXR.Post164.Sentence1	AE	terrible joint pain
effexorXR.Post164.Sentence4	AE	bruising
effexorXR.Post164.Sentence4	AE	terrible joint pain
effexorXR.Post164.Sentence7	AE	pain
effexorXR.Post164.Sentence9	AE	pain
effexorXR.Post165.Sentence1	AE	constipation
effexorXR.Post165.Sentence1	AE	aching muscles in both legs
effexorXR.Post165.Sentence1	AE	fatigue
effexorXR.Post166.Sentence1	AE	Increased talkativeness
effexorXR.Post166.Sentence1	AE	nausea
effexorXR.Post166.Sentence1	AE	diarrhea
effexorXR.Post166.Sentence1	AE	headaches
effexorXR.Post166.Sentence1	AE	insomnia
effexorXR.Post166.Sentence1	AE	depression
effexorXR.Post166.Sentence1	AE	moderate weight gain
effexorXR.Post166.Sentence1	AE	unable to achieve orgasm
effexorXR.Post166.Sentence1	AE	increased sexual pleasure
effexorXR.Post166.Sentence2	AE	weight problems
effexorXR.Post166.Sentence4	SSI	SAD
effexorXR.Post166.Sentence10	SSI	could barely say a word for days
effexorXR.Post166.Sentence10	SSI	mind was so blank
effexorXR.Post166.Sentence11	SSI	couldn't keep my head up walking down the street because I though
effexorXR.Post167.Sentence2	AE	blood pressure increases
effexorXR.Post168.Sentence1	AE	night sweats
effexorXR.Post168.Sentence1	AE	dreams
effexorXR.Post168.Sentence1	AE	possibly increased appetite
effexorXR.Post168.Sentence3	AE	very bothersome night sweats
effexorXR.Post169.Sentence1	AE	gaining weight
effexorXR.Post170.Sentence1	AE	intense dreams
effexorXR.Post170.Sentence1	AE	loss of sex drive
effexorXR.Post171.Sentence1	AE	weight gain
effexorXR.Post171.Sentence1	AE	night sweats
effexorXR.Post171.Sentence1	AE	nightmares
effexorXR.Post171.Sentence1	AE	muscle twitches 
effexorXR.Post172.Sentence13	AE	Dizziness
effexorXR.Post172.Sentence13	AE	ringing of the ears
effexorXR.Post172.Sentence13	AE	irritable
effexorXR.Post172.Sentence13	AE	anxious
effexorXR.Post172.Sentence13	AE	horrible nightmares
effexorXR.Post173.Sentence1	AE	GAS
effexorXR.Post173.Sentence1	AE	vivid dreams
effexorXR.Post173.Sentence1	AE	some muscle twitches
effexorXR.Post173.Sentence2	AE	extreme headaches
effexorXR.Post173.Sentence2	AE	extremely tired
effexorXR.Post173.Sentence2	AE	very nausous
effexorXR.Post173.Sentence2	AE	no appetite
effexorXR.Post173.Sentence2	AE	mild "high" feeling
effexorXR.Post173.Sentence2	AE	no sex drive
effexorXR.Post173.Sentence2	AE	way to tired
effexorXR.Post173.Sentence3	AE	really gassy
effexorXR.Post173.Sentence3	AE	vision has become a little more blurry
effexorXR.Post173.Sentence3	AE	gas is very innoying
effexorXR.Post173.Sentence4	SSI	anxiety
effexorXR.Post174.Sentence1	AE	Nausea
effexorXR.Post174.Sentence1	AE	light-headed feeling
effexorXR.Post174.Sentence1	AE	dizziness but only at first
effexorXR.Post174.Sentence4	SSI	 feel normal again
effexorXR.Post174.Sentence4	SSI	extremely severe depression
effexorXR.Post175.Sentence1	AE	dry mouth
effexorXR.Post175.Sentence1	AE	insomnia
effexorXR.Post176.Sentence1	AE	Sweaty hands
effexorXR.Post176.Sentence1	AE	Euphoria
effexorXR.Post176.Sentence4	SSI	manic depression
effexorXR.Post176.Sentence4	SSI	driven to do things any normal person would never even think of doing
effexorXR.Post176.Sentence5	SSI	bad dreams 
effexorXR.Post176.Sentence5	SSI	sudden outbursts
effexorXR.Post177.Sentence2	AE	strange feelings almost like i was on a high at times
effexorXR.Post177.Sentence3	AE	pupils were hugely enlarged
effexorXR.Post177.Sentence4	AE	coffee doesnt keep me awake anymore
effexorXR.Post177.Sentence5	AE	increased appiette
effexorXR.Post177.Sentence5	AE	weight gain
effexorXR.Post177.Sentence8	SSI	 anxiety 
effexorXR.Post177.Sentence8	SSI	depression
effexorXR.Post178.Sentence2	AE	2 nights where I just couldn't sleep
effexorXR.Post178.Sentence2	AE	slightly nautious
effexorXR.Post178.Sentence2	AE	pupils were MASSIVE
effexorXR.Post179.Sentence2	AE	hardly remember
effexorXR.Post179.Sentence3	AE	insomnia
effexorXR.Post179.Sentence4	AE	Sweating is worse
effexorXR.Post179.Sentence6	AE	Some libido decrease
effexorXR.Post179.Sentence7	SSI	 temper tantrums
effexorXR.Post179.Sentence7	SSI	broke things
effexorXR.Post179.Sentence12	SSI	severe depression
effexorXR.Post179.Sentence14	AE	difficulty sleeping
effexorXR.Post179.Sentence16	SSI	cancer
effexorXR.Post179.Sentence16	SSI	depression 
effexorXR.Post179.Sentence17	SSI	 insomnia
effexorXR.Post180.Sentence1	AE	Night Sweats
effexorXR.Post180.Sentence1	AE	Restless Legs
effexorXR.Post180.Sentence1	SSI	seizures
effexorXR.Post180.Sentence2	AE	very flat emiotionally
effexorXR.Post180.Sentence2	AE	zero sex drive
effexorXR.Post180.Sentence2	AE	keeps my johnson from working very well
effexorXR.Post180.Sentence3	SSI	seizures
effexorXR.Post181.Sentence1	SSI	depression
effexorXR.Post181.Sentence1	SSI	panic attacks
effexorXR.Post181.Sentence1	SSI	social anxiety
effexorXR.Post181.Sentence3	AE	felt like I was on speed
effexorXR.Post181.Sentence4	SSI	over analyzing 
effexorXR.Post181.Sentence10	SSI	depression
effexorXR.Post181.Sentence10	SSI	social anxiety
effexorXR.Post182.Sentence1	SSI	anxiety
effexorXR.Post182.Sentence1	SSI	depression
effexorXR.Post182.Sentence1	SSI	panic attacks
effexorXR.Post182.Sentence5	AE	gained about 15 lb
effexorXR.Post182.Sentence6	AE	hands are swelled
effexorXR.Post182.Sentence7	AE	loss of sex drive
lexapro.Post1.Sentence1	AE	extreme weight gain
lexapro.Post1.Sentence1	AE	short-term memory loss
lexapro.Post1.Sentence1	AE	hair loss
lexapro.Post2.Sentence1	AE	COMPLETELY DESTROYED SEXUALLY FUNCTIONING
lexapro.Post2.Sentence4	AE	completely destroyed my sexual functioning
lexapro.Post2.Sentence5	AE	PSSD
lexapro.Post2.Sentence5	AE	post-SSRI sexual dysfunction
lexapro.Post2.Sentence8	AE	PSSD
lexapro.Post3.Sentence1	AE	Nausea
lexapro.Post3.Sentence1	AE	Blurred Vision
lexapro.Post3.Sentence1	AE	3 to 5 hours sleep
lexapro.Post3.Sentence1	AE	Suicidal Thoughts
lexapro.Post3.Sentence5	AE	unable to sleep
lexapro.Post3.Sentence5	AE	blurred vision
lexapro.Post3.Sentence5	AE	felt sick to my stomach
lexapro.Post3.Sentence6	AE	Unable to eat anything significant for the 3 days
lexapro.Post3.Sentence7	AE	crazy thoughts kept happening
lexapro.Post3.Sentence9	AE	not have been able to work 
lexapro.Post4.Sentence2	AE	looong panic attack
lexapro.Post4.Sentence2	AE	anxiety
lexapro.Post4.Sentence2	AE	nausea
lexapro.Post4.Sentence3	AE	lots of anxiety
lexapro.Post4.Sentence3	AE	derealisation
lexapro.Post4.Sentence3	AE	nausea
lexapro.Post4.Sentence3	AE	couldn't sleep much
lexapro.Post4.Sentence3	AE	horrible anxiety
lexapro.Post4.Sentence5	AE	anxiety is worse
lexapro.Post4.Sentence5	AE	more and more dizzy by the week
lexapro.Post4.Sentence6	AE	dizziness
lexapro.Post4.Sentence7	AE	feeling nausea
lexapro.Post4.Sentence7	AE	dizziness
lexapro.Post5.Sentence1	AE	Chronic cough
lexapro.Post5.Sentence1	AE	weight gain
lexapro.Post5.Sentence1	AE	no sexual interest
lexapro.Post5.Sentence2	AE	Emergency Room visit 
lexapro.Post5.Sentence2	AE	tachycardia
lexapro.Post5.Sentence2	AE	violent vertigo
lexapro.Post5.Sentence4	SSI	depression
lexapro.Post5.Sentence5	AE	three week period of sleep
lexapro.Post5.Sentence6	AE	unable to hold my body vertical
lexapro.Post5.Sentence7	AE	Slept through life
lexapro.Post5.Sentence7	AE	gained weight
lexapro.Post5.Sentence10	AE	ER
lexapro.Post5.Sentence10	AE	vertigo
lexapro.Post5.Sentence10	AE	dizziness
lexapro.Post5.Sentence10	AE	tachycardia
lexapro.Post5.Sentence10	AE	dry mouth
lexapro.Post5.Sentence10	AE	nausea
lexapro.Post5.Sentence12	AE	vertigo
lexapro.Post5.Sentence12	AE	unable to function 
lexapro.Post5.Sentence12	AE	lose work
lexapro.Post5.Sentence13	AE	vertigo
lexapro.Post5.Sentence13	AE	vestibular neurontitis
lexapro.Post5.Sentence14	AE	vertigo
lexapro.Post6.Sentence1	AE	Muscle spasms
lexapro.Post6.Sentence1	AE	muscle twitching
lexapro.Post6.Sentence1	AE	muscle soreness
lexapro.Post6.Sentence1	AE	insomnia
lexapro.Post6.Sentence1	AE	mental confusion
lexapro.Post6.Sentence1	AE	flush
lexapro.Post6.Sentence1	AE	brain zaps
lexapro.Post7.Sentence2	AE	feelings of "tightness" in my head
lexapro.Post7.Sentence2	AE	dry mouth
lexapro.Post7.Sentence2	AE	little bit of jitters
lexapro.Post7.Sentence3	AE	jittery
lexapro.Post7.Sentence3	AE	unable to stop weeping for the past hour
lexapro.Post8.Sentence1	AE	Extreme Weight Gain
lexapro.Post9.Sentence1	AE	Excessive perspiration
lexapro.Post9.Sentence1	AE	Erectile dysfunction
lexapro.Post9.Sentence2	AE	Almost no libido 
lexapro.Post10.Sentence1	AE	sudden migraines
lexapro.Post10.Sentence2	AE	Very big increase in blood pressure
lexapro.Post11.Sentence1	AE	Heavy sedation
lexapro.Post11.Sentence1	AE	Jaw Clenching
lexapro.Post11.Sentence1	AE	Inability to organism
lexapro.Post12.Sentence1	AE	emotionless
lexapro.Post12.Sentence1	AE	Zombie effect
lexapro.Post12.Sentence2	AE	Loss of memory
lexapro.Post12.Sentence3	AE	"zombie" like
lexapro.Post12.Sentence3	AE	never be happy about anything, but never really sad
lexapro.Post12.Sentence4	AE	felt numb toward all emotion
lexapro.Post12.Sentence4	AE	memory started lacking
lexapro.Post12.Sentence4	AE	 couldnt remember long periods of time or things
lexapro.Post12.Sentence5	AE	difficulty remembering most of that year
lexapro.Post13.Sentence1	AE	Jaw jacking
lexapro.Post13.Sentence1	AE	clenching teeth
lexapro.Post13.Sentence1	AE	headaches
lexapro.Post13.Sentence1	AE	vomitting
lexapro.Post13.Sentence1	AE	waking up in the middle of the night
lexapro.Post13.Sentence1	AE	increase in anxiety
lexapro.Post13.Sentence1	AE	blurred vision
lexapro.Post13.Sentence3	AE	Crazy dreams 
lexapro.Post13.Sentence3	AE	slight insomnia
lexapro.Post13.Sentence3	AE	teeth are killing me from grinding
lexapro.Post13.Sentence3	AE	headaches
lexapro.Post13.Sentence4	AE	Can hardly even read 
lexapro.Post13.Sentence4	AE	feel like I'm in a fog 
lexapro.Post13.Sentence5	AE	Clumsy 
lexapro.Post13.Sentence5	AE	at first gave me tons of energy
lexapro.Post13.Sentence5	AE	increased anxiety
lexapro.Post13.Sentence6	AE	head got very heavy
lexapro.Post13.Sentence6	AE	foggy state
lexapro.Post13.Sentence6	AE	like I went downhill
lexapro.Post13.Sentence8	AE	increase in anxiety
lexapro.Post14.Sentence1	AE	Fatigue
lexapro.Post14.Sentence1	AE	dizziness
lexapro.Post14.Sentence1	AE	apathy
lexapro.Post14.Sentence1	AE	muscle jerks
lexapro.Post14.Sentence1	AE	jaw clenching
lexapro.Post14.Sentence1	AE	insomnia
lexapro.Post14.Sentence1	AE	interfered with Thyroid replacement medicine
lexapro.Post14.Sentence7	AE	more tired
lexapro.Post14.Sentence7	AE	cold
lexapro.Post14.Sentence7	AE	weak
lexapro.Post15.Sentence1	AE	Insomnia
lexapro.Post15.Sentence1	AE	tension
lexapro.Post15.Sentence1	AE	somnolence
lexapro.Post15.Sentence1	AE	loss of memory
lexapro.Post15.Sentence1	AE	jaw movements
lexapro.Post16.Sentence1	AE	Got fat
lexapro.Post16.Sentence1	AE	hated life
lexapro.Post17.Sentence1	AE	night sweats
lexapro.Post17.Sentence1	AE	major mood swings 
lexapro.Post17.Sentence1	AE	moment of over excitement combined with rudeness
lexapro.Post17.Sentence2	AE	head felt completely detached from body
lexapro.Post17.Sentence2	AE	feeling suicidal
lexapro.Post18.Sentence1	AE	Headaches
lexapro.Post18.Sentence1	AE	Nausea
lexapro.Post18.Sentence1	AE	Fatigue
lexapro.Post18.Sentence1	AE	Interrupted Sleep
lexapro.Post18.Sentence1	AE	Vivid Dreams
lexapro.Post18.Sentence1	AE	Weight Gain
lexapro.Post18.Sentence3	SSI	anxiety
lexapro.Post18.Sentence3	SSI	depression
lexapro.Post18.Sentence3	SSI	OCD
lexapro.Post19.Sentence3	AE	very sick
lexapro.Post19.Sentence3	AE	flu-like symptoms 
lexapro.Post19.Sentence5	AE	physiological side effects
lexapro.Post20.Sentence1	AE	Heart burn
lexapro.Post21.Sentence1	AE	pain all over my body
lexapro.Post21.Sentence2	AE	left leg felt like it was on fire
lexapro.Post21.Sentence3	AE	hurt so bad
lexapro.Post21.Sentence3	AE	ended up in the E,R
lexapro.Post21.Sentence6	AE	arms felt like needles are poking them
lexapro.Post21.Sentence6	AE	Felt like a knife in my shoulder
lexapro.Post21.Sentence6	AE	got chills easily
lexapro.Post21.Sentence6	AE	felt like my legs were not getting enough circulation
lexapro.Post21.Sentence8	AE	aches
lexapro.Post21.Sentence8	AE	pains
lexapro.Post21.Sentence8	AE	pins and needles throughout my entire body
lexapro.Post21.Sentence11	SSI	panic attacks
lexapro.Post21.Sentence11	SSI	depressed
lexapro.Post22.Sentence1	AE	Weight gain
lexapro.Post22.Sentence1	AE	HAIR LOSS
lexapro.Post22.Sentence1	AE	increased depression
lexapro.Post22.Sentence1	AE	fatigue
lexapro.Post22.Sentence1	AE	lethargy
lexapro.Post22.Sentence3	AE	gained 13 lbs
lexapro.Post22.Sentence3	AE	could not get out of bed 
lexapro.Post22.Sentence4	AE	hair started falling 
lexapro.Post23.Sentence1	AE	Reduced cognition
lexapro.Post23.Sentence1	AE	fatigue
lexapro.Post23.Sentence1	AE	addiction
lexapro.Post24.Sentence1	AE	dry mouth
lexapro.Post24.Sentence1	AE	dry eyes
lexapro.Post24.Sentence2	AE	sensation of pressure behind my eyes
lexapro.Post24.Sentence3	AE	severe inablility to concentrate
lexapro.Post24.Sentence3	AE	impossible to do my job
lexapro.Post24.Sentence4	AE	sucking
lexapro.Post24.Sentence5	SSI	depression
lexapro.Post24.Sentence5	SSI	anxiety
lexapro.Post25.Sentence1	AE	Disturbed sleep
lexapro.Post25.Sentence1	AE	exhaustion
lexapro.Post25.Sentence1	AE	nausea
lexapro.Post25.Sentence1	AE	dizzyness
lexapro.Post25.Sentence1	AE	jaw-clenching
lexapro.Post25.Sentence1	AE	increased anxiety
lexapro.Post25.Sentence3	AE	wiped out 
lexapro.Post25.Sentence3	AE	dizzy
lexapro.Post25.Sentence3	AE	flu-like symptoms
lexapro.Post26.Sentence1	AE	vomit 
lexapro.Post26.Sentence1	AE	Stiff muscles
lexapro.Post26.Sentence2	AE	Spacey
lexapro.Post26.Sentence2	AE	out of sync with time
lexapro.Post26.Sentence4	AE	Weird
lexapro.Post26.Sentence5	AE	Weak muscles
lexapro.Post26.Sentence5	AE	Cant catch breath
lexapro.Post26.Sentence5	AE	Listless
lexapro.Post26.Sentence5	AE	Unmotivated
lexapro.Post26.Sentence5	AE	Difficulty getting moving
lexapro.Post26.Sentence5	AE	Reaction time slowed
lexapro.Post26.Sentence8	AE	Forgetful
lexapro.Post26.Sentence8	AE	stupid
lexapro.Post26.Sentence9	AE	Depressed
lexapro.Post26.Sentence11	SSI	depression
lexapro.Post27.Sentence1	AE	suidical feelings
lexapro.Post27.Sentence2	AE	extreme suicidal feelings
lexapro.Post28.Sentence1	AE	Racing heart
lexapro.Post28.Sentence1	AE	severe anxiety
lexapro.Post28.Sentence1	AE	panic
lexapro.Post28.Sentence1	AE	nausea
lexapro.Post28.Sentence1	AE	speeded-up metabolism
lexapro.Post28.Sentence2	AE	some queasiness
lexapro.Post28.Sentence3	AE	began to wake in the night
lexapro.Post28.Sentence3	AE	very scary heart palpitations
lexapro.Post28.Sentence4	AE	palpitations
lexapro.Post28.Sentence4	AE	subsequent panic
lexapro.Post28.Sentence7	AE	occasional heart flutters
lexapro.Post28.Sentence7	AE	clenched stomach
lexapro.Post28.Sentence7	AE	anxiety
lexapro.Post28.Sentence8	AE	Lexapro and alcohol were a bad mix
lexapro.Post28.Sentence9	SSI	depressed
lexapro.Post29.Sentence1	AE	jittery
lexapro.Post29.Sentence1	AE	disconnected feelings
lexapro.Post29.Sentence1	AE	suicidal thoughts
lexapro.Post29.Sentence1	AE	unable to function
lexapro.Post29.Sentence5	AE	Suicidal thoughts 
lexapro.Post30.Sentence1	AE	Insomnia
lexapro.Post30.Sentence1	AE	irregular heartbeat
lexapro.Post30.Sentence1	AE	anxiety times 1000
lexapro.Post30.Sentence1	AE	suicidal 
lexapro.Post30.Sentence1	AE	depression
lexapro.Post30.Sentence2	AE	serious pain
lexapro.Post31.Sentence1	AE	vivid nightmares
lexapro.Post31.Sentence1	AE	sweats
lexapro.Post31.Sentence1	AE	higher anxiety levels
lexapro.Post31.Sentence1	AE	memory problems
lexapro.Post31.Sentence1	AE	concentration problems
lexapro.Post31.Sentence1	AE	teeth grinding
lexapro.Post31.Sentence1	AE	clenching of jaws
lexapro.Post31.Sentence3	AE	50 percent bone loss in my jaw
lexapro.Post31.Sentence3	AE	teeth grinding
lexapro.Post31.Sentence7	SSI	anxiety
lexapro.Post31.Sentence7	SSI	depression
lexapro.Post32.Sentence1	AE	Constant yawning
lexapro.Post32.Sentence1	AE	severe tremors
lexapro.Post32.Sentence1	AE	headache
lexapro.Post32.Sentence1	AE	lost all sex drive the first day
lexapro.Post32.Sentence1	AE	couldn't orgasm
lexapro.Post32.Sentence1	AE	terrible jaw clenching
lexapro.Post32.Sentence1	AE	general anxiety got worse
lexapro.Post32.Sentence1	AE	panic attacks increased
lexapro.Post32.Sentence1	SSI	social anxiety
lexapro.Post32.Sentence3	AE	sexual side effects 
lexapro.Post32.Sentence4	AE	have not had sex for 6 months
lexapro.Post32.Sentence4	AE	putting a strain on the relationship
lexapro.Post33.Sentence1	AE	dry mouth
lexapro.Post33.Sentence1	AE	severe thirst
lexapro.Post33.Sentence1	AE	hot flashes all over my body
lexapro.Post33.Sentence1	AE	tightness in my chest
lexapro.Post33.Sentence1	AE	severe diahrea
lexapro.Post33.Sentence1	AE	fuzzy mind
lexapro.Post33.Sentence1	AE	freaquent urination
lexapro.Post33.Sentence1	AE	lost 25 pounds 
lexapro.Post33.Sentence1	AE	muscle aches
lexapro.Post33.Sentence1	AE	flu like symptons
lexapro.Post33.Sentence1	AE	stomach cramps
lexapro.Post33.Sentence1	AE	tiredness
lexapro.Post34.Sentence3	AE	increases in my headaches
lexapro.Post34.Sentence3	AE	front of my brain burns
lexapro.Post34.Sentence3	AE	increase in suicidal thoughts
lexapro.Post34.Sentence3	SSI	anxiety
lexapro.Post35.Sentence1	AE	extreme lethargy
lexapro.Post35.Sentence1	AE	hungry more than usual
lexapro.Post35.Sentence1	AE	weight gain
lexapro.Post35.Sentence1	AE	zero motivation
lexapro.Post35.Sentence1	AE	memory issues 
lexapro.Post35.Sentence1	AE	short term memory negatively affected
lexapro.Post35.Sentence1	AE	hopeless
lexapro.Post35.Sentence1	AE	social anxiety magnified
lexapro.Post35.Sentence2	AE	fatigue
lexapro.Post36.Sentence1	AE	sexual side effects
lexapro.Post36.Sentence2	AE	lost the ability to orgasm
lexapro.Post36.Sentence2	AE	stopped having even the slightest feelings of arousal
lexapro.Post36.Sentence3	AE	feel my frustration 
lexapro.Post36.Sentence3	AE	heavy ache in my stomach
lexapro.Post36.Sentence3	AE	numb
lexapro.Post36.Sentence3	AE	nonsexual being
lexapro.Post36.Sentence4	SSI	depression
lexapro.Post36.Sentence5	SSI	depression
lexapro.Post37.Sentence1	AE	Increased anxiety
lexapro.Post37.Sentence1	AE	SERIOUS constipation
lexapro.Post37.Sentence1	AE	stomach cramping
lexapro.Post37.Sentence1	AE	stomach hurt all the time
lexapro.Post37.Sentence1	AE	disturbed sleep
lexapro.Post37.Sentence1	AE	trouble falling asleep
lexapro.Post37.Sentence1	AE	fatigue
lexapro.Post37.Sentence1	AE	headaches
lexapro.Post37.Sentence2	SSI	depression
lexapro.Post37.Sentence2	SSI	suicidal thoughts
lexapro.Post37.Sentence2	SSI	depression
lexapro.Post38.Sentence1	AE	suicidal thoughts
lexapro.Post38.Sentence1	AE	mood swings
lexapro.Post38.Sentence1	AE	difficulty to concentrate
lexapro.Post39.Sentence1	AE	GAINED ONE POUND A WEEK for six months
lexapro.Post39.Sentence2	AE	bigger
lexapro.Post39.Sentence4	AE	metabolism is MESSED UP
lexapro.Post39.Sentence5	AE	can't seem to lose the weight
lexapro.Post39.Sentence6	AE	overweight
lexapro.Post39.Sentence6	SSI	anxious
lexapro.Post40.Sentence1	AE	Lack of care for anything important
lexapro.Post40.Sentence2	AE	Lack of feeling for anything
lexapro.Post40.Sentence2	AE	just lived day by day
lexapro.Post40.Sentence3	AE	Inability to Ejaculate during sex
lexapro.Post40.Sentence4	AE	so much more in emotional pain
lexapro.Post40.Sentence4	SSI	physical pain
lexapro.Post41.Sentence1	AE	Nausea (for about 1 week)
lexapro.Post41.Sentence1	AE	headaches
lexapro.Post41.Sentence1	AE	brain "zaps" occasionally
lexapro.Post41.Sentence1	AE	extreme sleepiness
lexapro.Post41.Sentence1	AE	vivid dreams
lexapro.Post41.Sentence1	AE	loss of sex drive
lexapro.Post41.Sentence2	SSI	depression
lexapro.Post42.Sentence1	AE	loss of libido
lexapro.Post42.Sentence5	AE	tired
lexapro.Post42.Sentence5	AE	irritable
lexapro.Post42.Sentence6	SSI	anxiety
lexapro.Post42.Sentence8	SSI	anxious
lexapro.Post42.Sentence8	SSI	 depressive symptoms.
lexapro.Post43.Sentence1	AE	nausea
lexapro.Post43.Sentence1	AE	dizziness
lexapro.Post43.Sentence1	AE	spaciness
lexapro.Post43.Sentence1	AE	lack of coordination
lexapro.Post43.Sentence1	AE	massive headache in morning that lasts all day
lexapro.Post43.Sentence1	AE	feeling generally "hungover
lexapro.Post43.Sentence1	AE	lack of energy
lexapro.Post43.Sentence1	AE	dry mouth
lexapro.Post43.Sentence1	AE	 jaw clenching
lexapro.Post43.Sentence1	SSI	depression
lexapro.Post43.Sentence2	SSI	hypothryroidism
lexapro.Post43.Sentence2	SSI	depresssion
lexapro.Post43.Sentence8	AE	nauseous
lexapro.Post43.Sentence8	AE	dizzy
lexapro.Post43.Sentence8	AE	spaced out
lexapro.Post43.Sentence8	AE	couldn't even make dinner
lexapro.Post43.Sentence9	AE	worthless
lexapro.Post43.Sentence9	AE	in a fog
lexapro.Post43.Sentence9	AE	bad headache
lexapro.Post43.Sentence11	AE	massive headache
lexapro.Post43.Sentence11	AE	felt like hit by truck
lexapro.Post43.Sentence11	AE	hungover-like
lexapro.Post43.Sentence12	AE	Got nothing done all day
lexapro.Post43.Sentence14	AE	Called in sick
lexapro.Post43.Sentence15	AE	Headache
lexapro.Post43.Sentence16	AE	in fog
lexapro.Post44.Sentence1	AE	losing handfuls of hair 
lexapro.Post44.Sentence3	AE	more depressed
lexapro.Post44.Sentence3	AE	cry every day
lexapro.Post44.Sentence4	AE	so fatigued 
lexapro.Post44.Sentence4	AE	sleeping several times during the day
lexapro.Post45.Sentence1	AE	can't focus
lexapro.Post45.Sentence1	AE	totally apathetic
lexapro.Post45.Sentence3	AE	feeling out of control
lexapro.Post45.Sentence3	AE	detached
lexapro.Post45.Sentence4	AE	 totally anihilated
lexapro.Post45.Sentence4	SSI	depressed
lexapro.Post46.Sentence1	AE	No sex drive
lexapro.Post46.Sentence1	AE	dull mood
